DrugName_norm,DrugClass
tinted clear zinc solar protection spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
tinted moisturizer spf universal tint,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
tinted sunscreen cream spf 4deep amber,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
tinted sunscreen spf 1natural,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
tinted sunscreen spf 2golden,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare calaclear,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare calagesic,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare calamine,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare cherry zinc lozenges,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare everyday kids mineral sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare everyday mineral sunscreen zinc oxide spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare health cold remedy,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare zinc cold remedy,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
topcare health ultra itch relief astringent eye drops,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
total sun protection,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
triple protection sunscreen broad spectrum spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
tropical sands spf30 broad spectrum sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
tropical sands spf30 broad spectrum sunscreen coconut,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
tropical sands spf50 broad spectrum sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
tulip dew sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
uv protect face spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
uberzinc,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
ultra v idebenone skinfit cushion,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
ultra zinc cold therapy,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
unnaplast,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
unnaplast with calamine,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
urban decay naked skin one and done hybrid complexion perfector broad spectrum spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
usana celavive daily mineral protective cream moisturizer with sunscreen spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
vertra premium suncare spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
vertra premium suncare spf unscented,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
vitacilina bebe diaper rash,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
vanicream sunscreen sport broad spectrum spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
vasseur skincare day matte spf30,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
visine ac itchy eye relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
visine red eye total comfort multisymptom,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
vivaiodays sunscreen with turmeric,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
walgreens kids baby spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
weightless protection,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
wilzin,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
walgreen cherry zinc lozenges,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
walgreen cold therapy,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
walgreen zinc cold therapy,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
walgreens baby mineral sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
walgreens black elderberry cold and flu relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
walgreens eye drops seasonal relief 15ml,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
walgreens zinc spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
wander pack up and glow,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
wax spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 10w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 11w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 12w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 13w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 14w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 1c,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 2w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 3n,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 4w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 5n,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 6w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 7n,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 8n,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people bio tint spf sunscreen 9w,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people lip butter spf sunscreen afterglow,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people lip butter spf sunscreen natural,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people lip butter spf sunscreen peach,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
well people lip butter spf sunscreen wine,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
winter skin protectant,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
wolf daily moisturizier spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
yaya organics spf50 baby kids mineral sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
yaya organics spf50 sports cream,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
yensa bc foundation,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
youv spf30 broad spectrum sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
youth corridor soothe and defend spf30,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
youth activating bb cream spf light,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
youth activating bb cream spf light medium,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
youth activating bb cream spf medium,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
youth activating bb cream spf dark,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
youth activating bb spf30 shade,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
youth protection spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zinc,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zincoxyde plus,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zincum sulphuricum,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zitsticka megashade sunscreen serum spf50,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
ziva baby wipes,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zoey naturals diaper cream,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zermat skin platinum series cellular beauty caviar and collagen day spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zinc chloride,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zinc cold therapy,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zinc oxide,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zinc sulfate,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zincum carbonicum,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
zoey naturals unscented broad spectrum spf sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
akwa daystar shade,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
bright guard spf30 sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
do naturals spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
dr brandt sun shield spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
eko skin care,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
emilia safe harbor natural suncare,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
eos the guardian natural spf watermelon sun protect sunscreen lip balm,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
equate beauty,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
hope in a jar,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
idrops artificial tears,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
in2itiv spf30 sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
koa protect our ocean life oxybenzone free broad spectrum spf uva uvb protection sunscreen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
plantogen protective moisturizer broad spectrum spf,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption"
allergic itch relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
anti itch,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
antiitch cream,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
antiitch waldryl,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
au kah chuen fugical,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
banophen,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
benadryl extra strength,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
benadryl extra strength itch cooling,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
benadryl extra strength itch relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
benadryl original strength itch stopping,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
best choice itch relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
careall antiitch,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
cvs extra strength itch stopping,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
cvs regular strength itch stopping,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
coretex antiitch gel,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
dg antiitch,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
dermamine,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
diphenhydramine hcl and zinc acetate,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
diphenhydramine hcl zinc acetate,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
diphenhydramine hydrochloride and zinc acetate,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
discount drug mart extra strength itch stopping,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
discount drug mart regular strength itch stopping,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
dr sheffield anti itch cream,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
extra strength waldryl itch relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
equate anti itch,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
good neighbor pharmacy itch relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
ic ivy relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
industrial itch and pain relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
itch relief cream,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
quality choice itch relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
rite aid itch relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
rugid itch and pain relief,"Copper Absorption Inhibitor, Decreased Copper Ion Absorption, Histamine H1 Receptor Antagonists, Histamine-1 Receptor Antagonist"
