DrugID,DrugName,DrugClass
0000-2144-52,TALTZ,"Interleukin-17A Antagonist, Interleukin-17A Antagonists"
0473-3517-72,ILUMYA,"Interleukin-23 Antagonist, Interleukin-23 Antagonists"
0578-9464-02,Tremfya,"Interleukin-23 Antagonist, Interleukin-23 Antagonists"
0593-1061-02,CINQAIR,"Interleukin-5 Antagonist, Interleukin-5 Antagonists"
0017-3088-12,Nucala,"Interleukin-5 Antagonist, Interleukin-5 Antagonists"
0730-9042-02,Sylvant,"Interleukin-6 Antagonist, Interleukin-6 Antagonists"
0013-5046-12,ALLI,"Intestinal Lipase Inhibitor, Lipase Inhibitors"
0612-6956-52,ORLISTAT,"Intestinal Lipase Inhibitor, Lipase Inhibitors"
0612-6946-02,Xenical,"Intestinal Lipase Inhibitor, Lipase Inhibitors"
0005-4057-62,Deferiprone,"Iron Chelating Activity, Iron Chelator"
0633-2359-72,Deferoxamine,"Iron Chelating Activity, Iron Chelator"
0040-9233-72,Deferoxamine Mesylate,"Iron Chelating Activity, Iron Chelator"
0477-8162-42,Deferoxamine mesylate,"Iron Chelating Activity, Iron Chelator"
0007-8046-72,Desferal,"Iron Chelating Activity, Iron Chelator"
0101-2210-02,FERRIPROX,"Iron Chelating Activity, Iron Chelator"
0593-3877-52,Feraheme,"Iron, Parenteral Iron Replacement"
0078-1315-42,Ferumoxytol,"Iron, Parenteral Iron Replacement"
0730-5900-12,ACCRUFER,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0599-2263-12,Auryxia,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
4895-1210-42,Barium Conchae Mercurius Special Order,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
5826-4002-52,D-25,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
5826-4003-12,D-31,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0002-4279-22,Ferrlecit,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
5364-5191-02,Ferrum Muriaticum,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0022-0210-42,Ferrum picricum,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0040-4987-92,INFED,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0002-3608-22,INFeD,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
5166-2144-12,IRON DEXTRAN,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0051-7060-22,Injectafer,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
6308-3501-92,Male Endocrine Axis Drops,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0487-8311-22,Monsels Solution,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
5826-4021-12,N-13,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0101-2903-12,STASIS,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0014-3929-82,Sodium Ferric Gluconate Complex in Sucrose,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0669-1530-12,Stiptik,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0572-7831-42,Triferic,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0572-7831-82,Triferic AVNU,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
5166-2156-82,VENOFER (IRON SUCROSE),"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0051-7231-02,Venofer,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0646-1610-82,Vital-FL,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0641-1723-02,WARTS,"Iron, Parenteral Iron Replacement, Phosphate Binder, Phosphate Chelating Activity"
0595-7270-52,Idhifa,"Isocitrate Dehydrogenase 2 Inhibitor, Isocitrate Dehydrogenase 2 Inhibitors"
0000-2688-52,Baricitinib,"Janus Kinase Inhibitor, Janus Kinase Inhibitors"
0000-2418-22,Olumiant,"Janus Kinase Inhibitor, Janus Kinase Inhibitors"
0006-9050-12,XELJANZ,"Janus Kinase Inhibitor, Janus Kinase Inhibitors"
0508-8100-72,OPZELURA,"Janus Kinase Inhibitor, Janus Kinase Inhibitors, Kinase Inhibitor"
0477-8310-12,Kalbitor,"Kallikrein Inhibitors, Plasma Kallikrein Inhibitor"
0477-8364-42,TAKHZYRO,"Kallikrein Inhibitors, Plasma Kallikrein Inhibitor"
0502-4213-02,ALECENSA,"Kinase Inhibitor, Kinase Inhibitors"
0504-1938-52,ALIQOPA,"Kinase Inhibitor, Kinase Inhibitors"
0502-4271-72,Cotellic,"Kinase Inhibitor, Kinase Inhibitors"
0000-2448-32,Verzenio,"Kinase Inhibitor, Kinase Inhibitors"
0508-8102-62,PEMAZYRE,"Kinase Inhibitor, Kinase Inhibitors, Multidrug and Toxin Extrusion Transporter 1 Inhibitors, Organic Cation Transporter 2 Inhibitors, P-Glycoprotein Inhibitors"
0704-3724-02,Nerlynx,"Kinase Inhibitor, Kinase Inhibitors, P-Glycoprotein Inhibitors"
4408-7500-02,TEPMETKO,"Kinase Inhibitor, Mesenchymal Epithelial Transition Inhibitors, P-Glycoprotein Inhibitors"
0031-0061-02,KOSELUGO,"Kinase Inhibitor, Mitogen-Activated Protein Kinase Kinase 1 Inhibitors, Mitogen-Activated Protein Kinase Kinase 2 Inhibitors"
5846-8782-02,CAPRELSA,"Kinase Inhibitor, Organic Cation Transporter 2 Inhibitors, P-Glycoprotein Inhibitors, Protein Kinase Inhibitors"
0423-8802-32,CABOMETYX,"Kinase Inhibitor, Protein Kinase Inhibitors"
0423-8801-32,COMETRIQ,"Kinase Inhibitor, Protein Kinase Inhibitors"
0467-0856-52,ERLOTINIB HYDROCHLORIDE,"Kinase Inhibitor, Protein Kinase Inhibitors"
0009-3766-22,Erlotinib,"Kinase Inhibitor, Protein Kinase Inhibitors"
0037-8713-12,Erlotinib Hydrochloride,"Kinase Inhibitor, Protein Kinase Inhibitors"
0059-7013-72,Gilotrif,"Kinase Inhibitor, Protein Kinase Inhibitors"
0031-0048-22,IRESSA,"Kinase Inhibitor, Protein Kinase Inhibitors"
0630-2053-32,Iclusig,"Kinase Inhibitor, Protein Kinase Inhibitors"
0435-9834-42,Imatinib,"Kinase Inhibitor, Protein Kinase Inhibitors"
0678-7763-32,Imatinib mesylate,"Kinase Inhibitor, Protein Kinase Inhibitors"
0579-6200-72,Imbruvica,"Kinase Inhibitor, Protein Kinase Inhibitors"
0508-8100-52,JAKAFI,"Kinase Inhibitor, Protein Kinase Inhibitors"
0681-8080-12,Lapatinib,"Kinase Inhibitor, Protein Kinase Inhibitors"
0007-8066-62,Mekinist,"Kinase Inhibitor, Protein Kinase Inhibitors"
0504-1948-82,Nexavar,"Kinase Inhibitor, Protein Kinase Inhibitors"
0059-7014-32,Ofev,"Kinase Inhibitor, Protein Kinase Inhibitors"
0006-9055-02,SUTENT,"Kinase Inhibitor, Protein Kinase Inhibitors"
0037-8120-12,Sorafenib Tosylate,"Kinase Inhibitor, Protein Kinase Inhibitors"
0009-3819-92,Sunitinib Malate,"Kinase Inhibitor, Protein Kinase Inhibitors"
0167-1467-62,Sunitinib malate,"Kinase Inhibitor, Protein Kinase Inhibitors"
0502-4206-22,TARCEVA,"Kinase Inhibitor, Protein Kinase Inhibitors"
0007-8067-12,TYKERB,"Kinase Inhibitor, Protein Kinase Inhibitors"
0435-9845-82,sorafenib,"Kinase Inhibitor, Protein Kinase Inhibitors"
0502-4221-02,Gavreto,"Kinase Inhibitor, Rearranged during Transfection (RET) Inhibitors"
0006-9014-52,INLYTA,"Kinase Inhibitor, Receptor Tyrosine Kinase Inhibitors"
0628-5670-42,Lenvima,"Kinase Inhibitor, Receptor Tyrosine Kinase Inhibitors"
0007-8069-82,RYDAPT,"Kinase Inhibitor, Receptor Tyrosine Kinase Inhibitors"
0504-1939-02,VITRAKVI,"Kinase Inhibitor, Tropomyosin Receptor Kinases Inhibitors"
0031-0051-22,CALQUENCE,"Kinase Inhibitor, Tyrosine Kinase Inhibitors"
0456-2908-92,FOTIVDA,"Kinase Inhibitor, Tyrosine Kinase Inhibitors"
0552-9220-12,Chemet,"Lead Chelating Activity, Lead Chelator"
0651-7428-82,DRAXIMAGE DTPA,"Lead Chelating Activity, Lead Chelator"
7108-3002-02,NephroScan,"Lead Chelating Activity, Lead Chelator"
0706-5100-12,Pentetate calcium trisodium,"Lead Chelating Activity, Lead Chelator"
0706-5100-22,Pentetate zinc trisodium,"Lead Chelating Activity, Lead Chelator"
0511-2850-12,MONTELUKAST,"Leukotriene Receptor Antagonist, Leukotriene Receptor Antagonists"
0272-4101-52,MONTELUKAST SODIUM,"Leukotriene Receptor Antagonist, Leukotriene Receptor Antagonists"
0078-1555-42,Montelukast,"Leukotriene Receptor Antagonist, Leukotriene Receptor Antagonists"
0009-3748-72,Montelukast Sodium,"Leukotriene Receptor Antagonist, Leukotriene Receptor Antagonists"
0333-4211-02,Montelukast sodium,"Leukotriene Receptor Antagonist, Leukotriene Receptor Antagonists"
0782-0617-02,SINGULAIR,"Leukotriene Receptor Antagonist, Leukotriene Receptor Antagonists"
0293-0022-02,montelukast sodium,"Leukotriene Receptor Antagonist, Leukotriene Receptor Antagonists"
0033-8954-02,Clinolipid,"Lipid Emulsion, Lipid Emulsion, Lipids, Lipids"
0633-2382-02,Smoflipid,"Lipid Emulsion, Lipid Emulsion, Lipids, Lipids"
4491-1040-02,Genstat,"Lipid Emulsion, Lipids"
5166-2133-32,INTRALIPID,"Lipid Emulsion, Lipids"
0033-8051-82,Intralipid,"Lipid Emulsion, Lipids"
0823-6302-02,MediORO Signature Essence Mist,"Lipid Emulsion, Lipids"
0823-6301-02,MediORO W,"Lipid Emulsion, Lipids"
0026-4446-02,NutriLipid I.V. Fat Emulsion,"Lipid Emulsion, Lipids"
0036-3650-12,WALGREENS NATURAL YEAST TREATMENT,"Lipid Emulsion, Lipids"
0576-6510-12,ABELCET,"Lipid-based Polyene Antifungal, Polyene Antifungal, Polyenes"
0046-9305-12,AmBisome,"Lipid-based Polyene Antifungal, Polyene Antifungal, Polyenes"
3982-2105-52,Amphotericin B,"Lipid-based Polyene Antifungal, Polyene Antifungal, Polyenes"
0579-7010-02,DALVANCE,"Lipoglycopeptide Antibacterial, Lipoglycopeptides"
0662-2031-52,VIBATIV,"Lipoglycopeptide Antibacterial, Lipoglycopeptides"
0679-1901-22,CUBICIN RF,"Lipopeptide Antibacterial, Lipopeptides"
0679-1901-12,Cubicin,"Lipopeptide Antibacterial, Lipopeptides"
0167-2943-52,DAPTOMYCIN,"Lipopeptide Antibacterial, Lipopeptides"
0609-7714-52,DAPZURA RT,"Lipopeptide Antibacterial, Lipopeptides"
0014-3937-82,Daptomycin,"Lipopeptide Antibacterial, Lipopeptides"
0078-1329-52,daptomycin,"Lipopeptide Antibacterial, Lipopeptides"
0681-8016-92,ZILEUTON,"Lipoxygenase Inhibitor, 5-Lipoxygenase Inhibitors, Decreased Leukotriene Production"
0101-2290-12,ZYFLO,"Lipoxygenase Inhibitor, 5-Lipoxygenase Inhibitors, Decreased Leukotriene Production"
0498-8472-32,Zileuton,"Lipoxygenase Inhibitor, 5-Lipoxygenase Inhibitors, Decreased Leukotriene Production"
0099-8001-62,Alcaine,"Local Anesthesia, Local Anesthetic"
0040-4719-92,Proparacaine Hydrochloride,"Local Anesthesia, Local Anesthetic"
6807-1513-92,proparacaine hydrochloride,"Local Anesthesia, Local Anesthetic"
0007-8091-12,Xiidra,"Lymphocyte Function-Associated Antigen-1 Antagonist, Lymphocyte Function-Associated Antigen-1 Antagonists"
0697-9400-12,MEPSEVII,Lysosomal beta Glucuronidase
0520-1570-02,DIFICID,"Macrolide Antibacterial, Macrolides"
0520-1508-02,Dificid,"Macrolide Antibacterial, Macrolides"
0246-5870-62,AZITHROMYCIN,"Macrolide Antimicrobial, Macrolides"
0721-8908-92,AZITHROMYCIN DIHYDRATE,"Macrolide Antimicrobial, Macrolides"
0619-1909-62,AZITHROMYCIN MONOHYDRATE,"Macrolide Antimicrobial, Macrolides"
0174-7830-72,AzaSITE,"Macrolide Antimicrobial, Macrolides"
0009-3202-62,Azithromycin,"Macrolide Antimicrobial, Macrolides"
5009-0452-72,Azithromycin Dihydrate,"Macrolide Antimicrobial, Macrolides"
0606-8727-12,Azithromycin Monohydrate,"Macrolide Antimicrobial, Macrolides"
0512-2422-22,Azithromycin dihydrate,"Macrolide Antimicrobial, Macrolides"
0680-8319-92,Azithromycin monohydrate,"Macrolide Antimicrobial, Macrolides"
0006-9305-12,ZITHROMAX,"Macrolide Antimicrobial, Macrolides"
0006-9040-02,Zithromax,"Macrolide Antimicrobial, Macrolides"
0052-7237-02,azithromycin,"Macrolide Antimicrobial, Macrolides"
0090-4670-82,azithromycin monohydrate,"Macrolide Antimicrobial, Macrolides"
0040-9409-12,MANGANESE,"Magnetic Resonance Contrast Activity, Paramagnetic Contrast Agent"
0051-7641-02,Manganese Sulfate,"Magnetic Resonance Contrast Activity, Paramagnetic Contrast Agent"
0022-0329-12,Manganum aceticum,"Magnetic Resonance Contrast Activity, Paramagnetic Contrast Agent"
0040-7069-02,OMNISCAN,"Magnetic Resonance Contrast Activity, Paramagnetic Contrast Agent"
0646-1610-12,Pan-Zyme-S,"Magnetic Resonance Contrast Activity, Paramagnetic Contrast Agent"
0027-0111-12,ProHance,"Magnetic Resonance Contrast Activity, Paramagnetic Contrast Agent"
6308-3814-02,Rhodochrosite,"Magnetic Resonance Contrast Activity, Paramagnetic Contrast Agent"
6308-3814-12,Rhodonite,"Magnetic Resonance Contrast Activity, Paramagnetic Contrast Agent"
0728-2901-02,Imcivree,"Melanocortin 4 Receptor Agonist, Melanocortin 4 Receptor Agonists"
0430-6822-02,Hetlioz,"Melatonin Receptor Agonist, Melatonin Receptor Agonists"
0721-8915-32,RAMELTEON,"Melatonin Receptor Agonist, Melatonin Receptor Agonists"
0059-1219-12,Ramelteon,"Melatonin Receptor Agonist, Melatonin Receptor Agonists"
0647-6480-52,Rozerem,"Melatonin Receptor Agonist, Melatonin Receptor Agonists"
0174-7852-62,BAL,"Metal Chelating Activity, Metal Chelator"
0018-7212-02,Syprine,"Metal Chelating Activity, Metal Chelator"
0052-7406-82,TRIENTINE HYDROCHLORIDE,"Metal Chelating Activity, Metal Chelator"
0059-1491-02,Trientine Hydrochloride,"Metal Chelating Activity, Metal Chelator"
0649-8045-02,Trientine hydrochloride,"Metal Chelating Activity, Metal Chelator"
0507-4231-02,Mafenide Acetate,"Methylated Sulfonamide Antibacterial, Methylated Sulfonamides"
0498-8490-22,Mafenide acetate,"Methylated Sulfonamide Antibacterial, Methylated Sulfonamides"
0165-7172-32,SULFAMYLON,"Methylated Sulfonamide Antibacterial, Methylated Sulfonamides"
0510-7962-32,Sulfamylon,"Methylated Sulfonamide Antibacterial, Methylated Sulfonamides"
0557-9200-22,Betaine Anhydrous For Oral Solution,"Methylating Activity, Methylating Agent"
0726-4790-02,Betaine Anhydrous for Oral Solution,"Methylating Activity, Methylating Agent"
0522-7640-02,Cystadane,"Methylating Activity, Methylating Agent"
6308-3209-32,Stomach Enzyme Drops,"Methylating Activity, Methylating Agent"
5166-2120-42,AMINOPHYLLINE,"Methylxanthine, Xanthines"
0040-4981-32,Aminophylline,"Methylxanthine, Xanthines"
0704-0864-42,ELIXOPHYLLIN,"Methylxanthine, Xanthines"
0012-1082-02,THEOPHYLLINE,"Methylxanthine, Xanthines"
0522-4410-02,Theo-24,"Methylxanthine, Xanthines"
1785-6003-82,Theophylline,"Methylxanthine, Xanthines"
0688-1713-42,ABRAXANE,"Microtubule Inhibition, Microtubule Inhibitor"
0167-2926-72,DOCETAXEL,"Microtubule Inhibition, Microtubule Inhibitor"
0014-3920-42,Docetaxel,"Microtubule Inhibition, Microtubule Inhibitor"
0712-8814-42,Docetaxel anhydrous,"Microtubule Inhibition, Microtubule Inhibitor"
0436-2400-22,Halaven,"Microtubule Inhibition, Microtubule Inhibitor"
0680-8317-82,PACLITAXEL,"Microtubule Inhibition, Microtubule Inhibitor"
0070-3321-32,Paclitaxel,"Microtubule Inhibition, Microtubule Inhibitor"
0249-7971-02,Paclitaxel Protein-Bound Particles for Injectable Suspension (Albumin-Bound),"Microtubule Inhibition, Microtubule Inhibitor"
6050-5623-02,Paclitaxel protein-bound particles for injectable suspension (albumin-bound),"Microtubule Inhibition, Microtubule Inhibitor"
0685-4614-22,Azilect,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0306-9803-22,Marplan,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0007-1035-02,Nardil,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0592-1244-72,PARNATE,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0433-8636-02,Phenelzine Sulfate,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0425-7122-02,RASAGILINE,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0009-3306-02,Rasagiline,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0037-8127-02,Rasagiline Mesylate,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0498-8403-22,TRANYLCYPROMINE SULFATE,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0052-7301-02,Tranylcypromine,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0059-1559-02,Tranylcypromine Sulfate,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
5976-2011-92,phenelzine sulfate,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors"
0495-0290-02,EMSAM,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors, Monoamine Oxidase Type B Inhibitor, Monoamine Oxidase-B Inhibitors"
6050-5005-52,SELEGILINE HYDROCHLORIDE,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors, Monoamine Oxidase Type B Inhibitor, Monoamine Oxidase-B Inhibitors"
0101-3573-72,Selegiline Hydrochloride,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors, Monoamine Oxidase Type B Inhibitor, Monoamine Oxidase-B Inhibitors"
0018-7045-32,ZELAPAR,"Monoamine Oxidase Inhibitor, Monoamine Oxidase Inhibitors, Monoamine Oxidase Type B Inhibitor, Monoamine Oxidase-B Inhibitors"
0000-3256-02,AZACTAM,"Monobactam Antibacterial, Monobactams"
0040-9082-92,Aztreonam,"Monobactam Antibacterial, Monobactams"
7505-3000-42,Excitathyrotem,Mood Stabilizer
4385-7060-22,Jointforce R,Mood Stabilizer
6308-3922-82,Kalmia Combination,Mood Stabilizer
7174-2001-12,Kidney-Pro,Mood Stabilizer
0623-3201-32,LITHIUM CARBONATE,Mood Stabilizer
0625-5928-02,LITHOBID,Mood Stabilizer
0005-4352-72,Lithium,Mood Stabilizer
3766-2106-12,Lithium Bromatum,Mood Stabilizer
4491-1014-72,Lithium Carb,Mood Stabilizer
0005-4002-02,Lithium Carbonate,Mood Stabilizer
3766-2093-52,Lithium Carbonicum,Mood Stabilizer
0719-1942-02,Lithium bromatum,Mood Stabilizer
0231-5576-32,Lithium carbonate,Mood Stabilizer
0022-0312-82,Lithium carbonicum,Mood Stabilizer
0684-2897-52,Lithium muriaticum,Mood Stabilizer
